Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
ROOM3,ROOM3,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\ccoggeshall (Since: May 11, 2020 6:53:15 PM)","May 6, 2020 3:51:05 PM",23.228.154.242/10.10.77.37;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5215.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0F5C5X ,OptiPlex 7020,J077W52,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz ,7.91 GB,Intel(R) HD Graphics 4600,Realtek High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),HL-DT-ST DVD+-RW GHB0N SCSI CdRom Device,Intel(R) Ethernet Connection I217-LM,C,64:00:6A:5F:DC:62 (Primary),0,0,0,0,1,0,1,2,0,4
TXSLMED107,TXSLMED107,txsleepmedicine.net,"March 20, 2020 2:44:02 PM","TXSLEEPMEDICINE\bhernandez (Since: Mar 5, 2020 8:52:00 AM)","March 14, 2020 11:29:33 PM",23.228.154.242/10.10.77.116;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0NKW6Y ,OptiPlex 790,HN2KSR1,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz ,7.88 GB,Intel(R) HD Graphics,High Definition Audio Device,ST250LT014-9YK14C (232GB),HL-DT-ST DVD+-RW GT32N,Intel(R) 82579LM Gigabit Network Connection,C,18:03:73:C7:73:CE (Primary),0,0,0,0,1,0,0,3,0,0
SOUTHDATA,SOUTHDATA,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\jennifer (Since: May 11, 2020 12:02:04 PM),TXSLEEPMEDICINE\carson (Since: Feb 28, 2020 2:24:58 PM)","January 15, 2020 12:36:02 AM",23.228.154.242/10.10.77.2;,Texas Sleep Medicine,Server,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 02P9X9 ,PowerEdge T310,8HCVMS1,Intel(R) Xeon(R) CPU X3430 @ 2.40GHz ,7.99 GB,DameWare Development Mirror Driver 64-bit,N/A,DELL PERC S100/S300 SCSI Disk Device (930GB),PLDS DVD-ROM DH-16D5S SCSI CdRom Device,"Broadcom BCM5716C NetXtreme II GigE (NDIS VBD Client) #35,Broadcom BCM5716C NetXtreme II GigE (NDIS VBD Client) #38",C,D4:AE:52:79:A3:F0 (Primary)D4:AE:52:79:A3:F1 ,0,0,1,1,1,0,0,3,0,2
ROOM1,ROOM1,txsleepmedicine.net,"May 14, 2020 2:52:06 AM","TXSLEEPMEDICINE\bmclendon (Since: May 12, 2020 4:58:08 PM)","May 12, 2020 9:56:10 PM",23.228.154.242/10.10.77.35;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5215.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0F5C5X ,OptiPlex 7020,J07HW52,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz ,7.91 GB,Intel(R) HD Graphics 4600,Realtek High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),HL-DT-ST DVD+-RW GHB0N SCSI CdRom Device,Intel(R) Ethernet Connection I217-LM,C,64:00:6A:5F:01:A8 (Primary),0,0,0,0,1,0,1,3,0,4
ROOM5,ROOM5,txsleepmedicine.net,"May 14, 2020 2:52:06 AM","TXSLEEPMEDICINE\Bibarra (Since: Apr 29, 2020 8:07:12 AM)","May 13, 2020 9:17:47 PM",23.228.154.242/10.10.77.132;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Home & Business 2013, Build  15.0.5233.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0F5C5X ,OptiPlex 7020,J05CW52,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz ,7.91 GB,DameWare Development Mirror Driver 64-bit,Realtek High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),HL-DT-ST DVD+-RW GHB0N SCSI CdRom Device,Intel(R) Ethernet Connection I217-LM,C,64:00:6A:5E:FD:7C (Primary),0,0,0,0,1,0,0,2,0,0
ROOM4,ROOM4,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\ssmith (Since: May 13, 2020 7:54:01 AM)","April 21, 2020 9:14:10 PM",23.228.154.242/10.10.77.38;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5215.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0F5C5X ,OptiPlex 7020,J06DW52,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz ,7.91 GB,Intel(R) HD Graphics 4600,Realtek High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),HL-DT-ST DVD+-RW GHB0N SCSI CdRom Device,Intel(R) Ethernet Connection I217-LM,C,64:00:6A:5E:FB:7B (Primary),0,0,0,0,1,0,0,1,0,5
TXSLMED114,TXSLMED114,txsleepmedicine.net,"May 14, 2020 2:52:07 AM","TXSLEEPMEDICINE\bpompa (Since: May 7, 2020 8:29:13 AM)","May 13, 2020 11:50:29 PM",23.228.154.242/10.10.77.140;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Professional 2007 SP3, Build  14.0.4763.1150",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0J9VVP ,OptiPlex 3046,FHQTMD2,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz ,7.88 GB,Intel(R) HD Graphics 530,Realtek Audio,HGST HTS725025A7E630 SCSI Disk Device (232GB),HL-DT-ST DVD+-RW GU90N,Realtek PCIe GBE Family Controller,C,18:66:DA:1F:E9:65 (Primary),0,0,1,0,1,0,0,2,0,1
TXSLMED105,TXSLMED105,txsleepmedicine.net,"May 14, 2020 2:52:07 AM","TXSLEEPMEDICINE\mmulvany (Since: Mar 30, 2020 1:45:08 PM)","April 1, 2020 8:16:40 PM",23.228.154.242/10.10.77.105;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0J468K ,OptiPlex 960,HYTQBK1,Intel(R) Core(TM)2 Duo CPU E8500 @ 3.16GHz ,7.84 GB,Intel(R) Q45/Q43 Express Chipset (Microsoft Corporation - WDDM 1.1),High Definition Audio Device,WDC WD5002ABYS-02B1B0 ATA Device (465GB),HL-DT-ST DVD+-RW GH50N ATA Device,"Intel(R) 82567LM-3 Gigabit Network Connection,TP-Link Wireless USB Adapter",C,00:24:E8:FC:B0:38 (Primary)34:E8:94:A2:76:50 ,0,0,0,0,1,0,2,3,0,8
ROOM2,ROOM2,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\ccoggeshall (Since: May 11, 2020 6:37:10 PM)","May 7, 2020 9:06:45 PM",23.228.154.242/10.10.77.36;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Home & Business 2013, Build  15.0.5215.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0F5C5X ,OptiPlex 7020,J089W52,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz ,7.91 GB,Intel(R) HD Graphics 4600,Realtek High Definition Audio,ST500DM0 02-1BD142 SCSI Disk Device (465GB),HL-DT-ST DVD+-RW GHB0N SCSI CdRom Device,Intel(R) Ethernet Connection I217-LM,C,64:00:6A:5F:D9:F3 (Primary),0,0,0,0,1,0,1,2,0,6
TXSLMED103,TXSLMED103,txsleepmedicine.net,"May 14, 2020 2:52:06 AM","TXSLEEPMEDICINE\BHERNANDEZ (Since: Apr 27, 2020 11:46:43 AM)","April 30, 2020 9:45:42 PM",23.228.154.242/10.10.77.107;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1,6.1,7601.24544,"Microsoft Office Home & Business 2010, Build  14.0.7015.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 07N90W ,Vostro 230,BZDQDQ1,Intel(R) Core(TM)2 Duo CPU E7500 @ 2.93GHz ,2.96 GB,Intel(R) G41 Express Chipset,Realtek High Definition Audio,ST3320418AS ATA Device (298GB),PLDS DVD-ROM DH-16D5S ATA Device,Broadcom NetLink (TM) Gigabit Ethernet,C,F0:4D:A2:ED:2B:D8 (Primary),0,0,0,0,1,0,2,1,0,8
TSMDC2,TSMDC2,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\jennifer (Since: Feb 11, 2020 10:03:25 AM),TXSLEEPMEDICINE\tntadmin (Since: Feb 17, 2020 3:47:06 PM)","March 25, 2020 1:07:01 PM",23.228.154.242/10.10.77.11;,Texas Sleep Medicine,Domain Controller,Microsoft Windows Server 2008 R2 Enterprise SP1 x64,6.1,7601,N/A,,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,2433-8048-0854-5220-3317-6107-05,Intel(R) Xeon(R) CPU E5630 @ 2.53GHz ,4 GB,Microsoft Virtual Machine Bus Video Device,N/A,Virtual HD ATA Device (126GB),Msft Virtual CD/ROM ATA Device,Microsoft Virtual Machine Bus Network Adapter #2,C,00:15:5D:02:7D:06 (Primary),0,0,0,0,1,0,1,0,0,0
TSMDC1,TSMDC1,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\jennifer (Since: Sep 16, 2019 10:51:46 AM),TXSLEEPMEDICINE\carson (Since: Nov 5, 2019 9:21:21 AM)","September 11, 2019 11:16:44 PM",23.228.154.242/10.10.77.30;,Texas Sleep Medicine,Domain Controller,Microsoft Windows Server 2008 R2 Enterprise SP1 x64,6.1,7601,N/A,,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,6429-7107-1029-6289-1125-6262-56,Intel(R) Xeon(R) CPU E5630 @ 2.53GHz ,4 GB,Microsoft Virtual Machine Bus Video Device,N/A,Virtual HD ATA Device (126GB),Msft Virtual CD/ROM ATA Device,Microsoft Virtual Machine Bus Network Adapter,C,00:15:5D:02:7D:08 (Primary),0,0,0,0,1,0,1,0,0,0
EXAM2-PC,EXAM2-PC,txsleepmedicine.net,"May 14, 2020 2:52:07 AM","TXSLEEPMEDICINE\TWEEKS (Since: Mar 30, 2020 8:13:05 AM)","March 30, 2020 1:11:07 PM",23.228.154.242/10.10.77.145;,Texas Sleep Medicine,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Professional 2010 SP2, Build  14.0.7015.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0GM819 ,OptiPlex 755,BV38RH1,Intel(R) Core(TM)2 Duo CPU E6550 @ 2.33GHz ,3.86 GB,Intel(R) Q35 Express Chipset Family,High Definition Audio Device,"SAMSUNG HD161HJ ATA Device (149GB),ST3160815AS ATA Device (149GB)",PBDS CDRWDVD DH-48C2S ATA Device,Intel(R) 82566DM-2 Gigabit Network Connection,C,00:21:9B:74:F0:F2 (Primary),0,0,0,0,1,0,1,3,0,6
SLEEPSTUDYSRVR,SLEEPSTUDYSRVR,txsleepmedicine.net,"May 14, 2020 2:52:08 AM","TXSLEEPMEDICINE\tntadmin (Since: Dec 3, 2019 8:23:08 AM)","November 13, 2019 12:05:41 AM",23.228.154.242/10.10.77.18;,Texas Sleep Medicine,Server,Microsoft Windows Server 2008 R2 Enterprise SP1 x64,6.1,7601,N/A,,Microsoft Corporation,Microsoft Corporation Virtual Machine ,Virtual Machine,1185-0330-8959-2385-0046-2987-13,Intel(R) Xeon(R) CPU E5630 @ 2.53GHz ,4 GB,Microsoft Virtual Machine Bus Video Device,N/A,Virtual HD ATA Device (126GB),Msft Virtual CD/ROM ATA Device,Microsoft Virtual Machine Bus Network Adapter #2,C,00:15:5D:02:7D:00 (Primary),0,0,1,0,1,0,2,0,0,0
TXSLMED106,TXSLMED106,txsleepmedicine.net,"May 14, 2020 2:52:09 AM","TXSLEEPMEDICINE\mmulvany (Since: Apr 29, 2020 11:15:06 AM)","May 8, 2020 6:54:42 PM",23.228.154.242/10.10.77.117;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.778,"Microsoft Office Professional 2007 SP3, Build  12.0.6612.1000",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0NKW6Y ,OptiPlex 790,HN1NSR1,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz ,7.88 GB,Intel(R) HD Graphics,USB Audio Device,ST9250410AS (232GB),HL-DT-ST DVD+-RW GT32N,Intel(R) 82579LM Gigabit Network Connection,C,18:03:73:C9:9A:00 (Primary),0,0,0,0,1,1,3,2,0,0
TXSLMED122,TXSLMED122,txsleepmedicine.net,"May 14, 2020 2:52:10 AM","TXSLEEPMEDICINE\tweeks (Since: May 13, 2020 7:27:13 AM)","May 13, 2020 11:28:39 PM",23.228.154.242/10.10.77.127;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Professional 2007 SP3, Build  12.0.6612.1000",Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:0E:40 (Primary)20:79:18:B6:0E:44 A0:1E:0B:0D:6C:33 ,0,0,0,0,1,0,0,0,0,0
TXSLMED121,TXSLMED121,txsleepmedicine.net,"May 14, 2020 2:52:07 AM","TXSLEEPMEDICINE\calejandro (Since: May 11, 2020 9:46:53 AM)","May 13, 2020 11:37:06 PM",23.228.154.242/10.10.77.126;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Professional 2007, Build  12.0.6612.1000",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:9C:15:D5 (Primary)20:79:18:9C:15:D9 A0:1E:0B:0D:68:40 ,0,0,0,0,1,0,2,4,0,1
TXSLMED109,TXSLMED109,txsleepmedicine.net,"May 13, 2020 8:51:55 PM","TXSLEEPMEDICINE\ldalo (Since: May 13, 2020 9:34:41 AM)","May 13, 2020 2:32:23 PM",23.228.154.242/10.10.77.111;,Texas Sleep Medicine,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0NKW6Y ,OptiPlex 790,HN2LSR1,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz ,7.88 GB,Intel(R) HD Graphics,High Definition Audio Device,KINGSTON SA400S37240G (223GB),HL-DT-ST DVD+-RW GT32N,Intel(R) 82579LM Gigabit Network Connection,C,18:03:73:C7:7A:6B (Primary),0,0,0,0,1,0,0,3,0,0
