Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
PARMER134,PARMER134,pmc.local,"April 4, 2020 4:26:11 AM","PMC\Nurse (Since: Mar 27, 2020 10:38:50 PM)","March 27, 2020 10:31:23 PM",96.46.115.50/10.141.63.34;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.720,"Microsoft Office 365 Business, Build  16.0.12527.20278",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6E:EF F4:D1:08:D5:DD:B0 (Primary)F4:D1:08:D5:DD:B4 ,0,0,0,0,1,0,0,3,0,0
PARMER135,PARMER135,pmc.local,"August 3, 2020 1:20:06 PM","PMC\Nurse (Since: Jul 29, 2020 3:03:19 PM)","July 29, 2020 3:02:54 PM",96.46.115.50/10.141.63.104;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B5:FF:FE (Primary)20:79:18:B6:00:02 A0:1E:0B:0D:6B:57 ,0,0,0,0,1,0,0,3,0,0
PARMER124,PARMER124,pmc.local,"August 3, 2020 12:01:21 PM","PMC\tonya (Since: Jul 22, 2020 9:12:08 AM)","July 31, 2020 6:00:49 PM",96.46.115.50/10.141.63.88;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:66:BC F4:D1:08:D5:CD:C0 (Primary)F4:D1:08:D5:CD:C4 ,0,0,0,0,1,0,0,2,0,0
PARMER127,PARMER127,pmc.local,"August 3, 2020 12:01:21 PM","PMC\devinc (Since: Jul 23, 2020 8:20:05 AM)","July 23, 2020 8:19:38 AM",96.46.115.50/10.141.63.140;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20266",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B0:45:A0 (Primary)20:79:18:B0:45:A4 A0:1E:0B:0D:6B:0D ,0,0,0,0,1,0,0,0,0,0
PARMER131,PARMER131,pmc.local,"August 3, 2020 12:01:21 PM","PMC\Nurse (Since: Aug 1, 2020 1:51:08 PM)","August 1, 2020 1:49:20 PM",96.46.115.50/10.141.63.164;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 ProPlus, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:9C:61:C5 (Primary)20:79:18:9C:61:C9 A0:1E:0B:0D:66:83 ,0,0,0,0,1,0,0,2,0,0
PARMER132,PARMER132,pmc.local,"August 3, 2020 1:20:06 PM","PMC\Shonda (Since: Jul 30, 2020 7:46:14 AM)","July 29, 2020 5:18:33 PM",96.46.115.50/10.141.63.37;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:66:68 F4:D1:08:D5:9D:91 (Primary)F4:D1:08:D5:9D:95 ,0,0,0,0,1,0,0,2,0,0
PARMER133,PARMER133,pmc.local,"August 3, 2020 1:20:05 PM","PMC\Nurse (Since: Aug 1, 2020 8:04:19 AM)","August 1, 2020 8:03:57 AM",96.46.115.50/10.141.63.22;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:F5:7B (Primary)20:79:18:B6:F5:7F A0:1E:0B:0D:68:7A ,0,0,0,0,1,0,0,2,0,0
PARMER128,PARMER128,pmc.local,"August 3, 2020 3:14:25 PM","PMC\nora (Since: Jul 27, 2020 8:16:10 AM)","July 27, 2020 8:07:42 AM",96.46.115.50/10.141.63.36;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:6C:E3 F4:D1:08:D5:6C:0E (Primary)F4:D1:08:D5:6C:12 ,0,0,0,0,1,0,0,3,0,0
PARMER129,PARMER129,pmc.local,"August 3, 2020 12:01:21 PM","PMC\pt (Since: Jul 28, 2020 5:31:34 PM)","July 28, 2020 5:31:04 PM",96.46.115.50/10.141.63.58;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:A5:59:DD (Primary)20:79:18:A5:59:E1 A0:1E:0B:0D:6F:21 ,0,0,0,0,1,0,0,2,0,0
PARMER142,PARMER142,pmc.local,"August 3, 2020 12:01:20 PM","PMC\breyes (Since: Jul 23, 2020 7:53:10 AM)","July 14, 2020 7:00:26 PM",96.46.115.50/10.141.63.24;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:34:36:0E (Primary)5C:87:9C:34:36:12 A0:1E:0B:0F:04:67 ,0,0,0,0,1,0,0,2,0,0
PARMER143,PARMER143,pmc.local,"August 3, 2020 12:01:21 PM","PMC\rcarrasco (Since: Jul 16, 2020 8:07:06 AM)","July 15, 2020 6:56:01 PM",96.46.115.50/10.141.63.81;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB),SanDisk Extreme SSD SCSI Disk Device (931GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:CE:E7 (Primary)40:74:E0:1C:CE:EB A0:1E:0B:0F:02:CB ,0,0,0,0,1,0,0,3,0,0
PARMER144,PARMER144,pmc.local,"August 3, 2020 1:20:06 PM","PMC\glendora (Since: Jul 23, 2020 2:03:51 PM)","July 23, 2020 2:03:04 PM",96.46.115.50/10.141.63.146;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:30:4C:4C (Primary)5C:87:9C:30:4C:50 A0:1E:0B:0F:01:BA ,0,0,0,0,1,0,0,3,0,0
PARMER145,PARMER145,pmc.local,"August 3, 2020 12:01:21 PM","PMC\JoJo (Since: Jul 15, 2020 10:18:44 AM),PMC\susie (Since: Jul 20, 2020 12:43:18 PM)","July 15, 2020 1:02:10 AM",96.46.115.50/10.141.63.20;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:69:6D (Primary)40:74:E0:1F:69:71 A0:1E:0B:0F:04:7F ,0,0,0,0,1,0,0,3,0,0
PARMER146,PARMER146,pmc.local,"August 3, 2020 3:16:29 PM","PMC\diane (Since: Jul 22, 2020 4:55:38 PM)","July 22, 2020 4:55:09 PM",96.46.115.50/10.141.63.173;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F5:F0 (Primary)40:74:E0:1E:F5:F4 A0:1E:0B:0E:FE:76 ,0,0,0,0,1,0,0,3,0,0
PARMER147,PARMER147,pmc.local,"August 3, 2020 12:01:20 PM","PMC\vanessa (Since: Aug 3, 2020 11:08:26 AM)","August 3, 2020 11:07:39 AM",96.46.115.50/10.141.63.97;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:67:7E (Primary)40:74:E0:1F:67:82 A0:1E:0B:0F:04:5F ,0,0,0,0,1,0,0,2,0,0
PARMER148,PARMER148,pmc.local,"August 3, 2020 12:01:20 PM","PMC\Nurse (Since: Jul 26, 2020 1:33:15 PM)","July 26, 2020 1:32:26 PM",96.46.115.50/10.141.63.51;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B9:C0 (Primary)40:74:E0:1C:B9:C4 A0:1E:0B:0F:02:70 ,0,0,0,0,1,0,0,3,0,0
PARMER149,PARMER149,pmc.local,"August 3, 2020 12:01:19 PM","PMC\Cregg (Since: Jul 21, 2020 9:58:24 AM)","July 21, 2020 10:35:00 AM",96.46.115.50/10.141.63.90;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B1:B4 (Primary)40:74:E0:1C:B1:B8 A0:1E:0B:0F:03:F6 ,0,0,0,0,1,0,1,2,0,0
PARMER150,PARMER150,pmc.local,"August 3, 2020 12:01:21 PM","PMC\jrocha (Since: Jul 27, 2020 8:38:48 AM)","July 31, 2020 5:10:14 PM",96.46.115.50/10.141.63.105;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:47:A3 (Primary)40:74:E0:1F:47:A7 A0:1E:0B:0E:FE:90 ,0,0,0,0,1,0,0,2,0,0
PARMER151,PARMER151,pmc.local,"August 3, 2020 12:01:19 PM","PMC\donna (Since: Jul 22, 2020 12:35:07 PM)","July 22, 2020 12:34:15 PM",96.46.115.50/10.141.63.133;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network),NETGEAR WNA1000M N150 Wireless USB Micro Adapter",C,28:C6:8E:F7:74:D2 40:74:E0:1F:66:ED (Primary)40:74:E0:1F:66:F1 A0:1E:0B:0E:FE:9E ,0,0,0,0,1,0,0,2,0,0
LABSUNETTEWIN10,LABSUNETTEWIN10,pmc.local,"August 3, 2020 12:01:22 PM","PMC\lab (Since: Jul 13, 2020 4:47:35 AM)","July 12, 2020 8:58:46 PM",96.46.115.50/10.141.63.59;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.900,"Microsoft Office Home & Business 2016, Build  16.0.13001.20266",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0D28YY ,OptiPlex 790,9L22C2S,Intel(R) Core(TM) i5-2400 CPU @ 3.10GHz ,3.88 GB,Intel(R) HD Graphics,High Definition Audio Device,ST250LT007-9ZV14C (232GB),HL-DT-ST DVD+-RW GT50N,Intel(R) 82579LM Gigabit Network Connection #2,C,18:03:73:46:B8:DC (Primary),0,0,0,0,0,0,0,2,0,0
