Endpoint Name,Site,Last Logged In User,Group,Domain,Account,Console Visible IP,Agent Version,Last Active,Subscribed On,Health Status,Device Type,OS,OS Version,Architecture,Memory,CPU Count,Core Count,MAC Address,Management Connectivity,Network Status,Update Status,Scan Status,IP Addresses,Pending Uninstall,Disk Encryption,Vulnerability Status,Agent UUID,Agent ID,Customer Identifier,Console Migration Status,Locations,Agent Operational State
CPPFMPC107,Default site,cackman,Default Group,CPPFM,Cedar Park Pediatrics,24.242.136.78,4.4.12.260,2021-02-05T21:04:36.550238Z,2020-05-03T18:59:50.169573Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['d8:9e:f3:03:97:17', 'd8:9e:f3:03:97:17']",Online,Connected,Up to date,Completed (2020-05-03T23:22:40.356482Z),"['192.168.0.128', 'fe80::28ca:635a:85b9:569']",No,Off,Up to date,17c75f2c84ef4515ac94ded4d9bfbc0e,883350539004654559,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC102,Default site,mmorris,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:04:38.145811Z,2020-05-03T20:18:18.148453Z,Healthy,desktop,Windows,"Windows 7 Professional,7601 SP1",64 bit,8 GB,4,4,"['78:2b:cb:b0:03:95', '78:2b:cb:b0:03:95']",Online,Connected,Up to date,Completed (2020-05-03T22:53:01.123208Z),"['192.168.204.179', 'fe80::e0b6:7b55:4a38:6c1f']",No,Off,Requires patching,d07fb8a1956e4bf7a81264954e252f4d,883390032395415871,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC115,Default site,dgreschel,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:04:38.332348Z,2020-05-03T19:18:56.584983Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['54:bf:64:98:1e:18', '54:bf:64:98:1e:18']",Online,Connected,Up to date,N/A,"['192.168.204.111', 'fe80::a998:f5a9:bd58:4eb']",No,Off,Up to date,63c9723548b245a5968d80772998a0b8,883360155830757595,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMDC1,Default site,N/A,Default Group,CPPFM,Cedar Park Pediatrics,24.242.136.70,4.4.12.260,2021-02-05T21:04:39.275708Z,2020-05-01T20:25:43.824961Z,Healthy,server,Windows,"Windows Server 2012 R2 Datacenter,9600",64 bit,4 GB,4,4,"['00:15:5d:02:67:01', '00:15:5d:02:67:01', '00:15:5d:02:67:01']",Online,Connected,Up to date,Completed (2020-05-01T22:59:08.424011Z),"['192.168.0.2', 'fe80::d0e:a090:6a91:9a91', '192.168.1.17']",No,Off,Up to date,d512148e19ca4c3798de383cc8619465,881944219542942165,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC111,Default site,cackman,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:04:41.669130Z,2020-05-03T19:30:50.040073Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['d8:9e:f3:24:6b:1e', 'd8:9e:f3:24:6b:1e']",Online,Connected,Up to date,In progress (2020-05-03T19:32:03.943232Z),"['192.168.204.119', 'fe80::86:edb:6e9c:b97e']",No,Off,Up to date,9a77989c7a3f4fed8df85169408bd6de,883366140725120045,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC108,Default site,dgreschel,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:04:44.570476Z,2020-05-03T19:08:34.914829Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['d8:9e:f3:03:97:3e', 'd8:9e:f3:03:97:3e']",Online,Connected,Up to date,Completed (2020-05-03T23:57:10.998158Z),"['192.168.204.192', 'fe80::b863:44f9:7bfc:d325']",No,Off,Requires patching,f086ddfa09aa439ea0c632d46653c807,883354940884796045,N/A,N/A,['Fallback'],Not disabled by the user
CPP38002,Default site,cfedrick,Default Group,CPPFM,Cedar Park Pediatrics,24.242.136.78,4.4.12.260,2021-02-05T21:04:48.775337Z,2020-05-03T20:17:48.037675Z,Healthy,desktop,Windows,"Windows 7 Professional,7601 SP1",64 bit,4 GB,2,2,"['f0:4d:a2:29:41:4e', 'f0:4d:a2:29:41:4e']",Online,Connected,Up to date,N/A,"['192.168.0.107', 'fe80::c4e5:4556:9dd6:8637']",No,Off,Requires patching,ad7429ab04f64039b3b6adea48785e96,883389779806028460,N/A,N/A,['Fallback'],Not disabled by the user
CPPFM-LPTP109,Default site,cng,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:04:49.904894Z,2020-05-11T18:49:33.055223Z,Healthy,laptop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['9c:b6:d0:ed:0c:e5', '9c:b6:d0:ed:0c:e5']",Online,Connected,Up to date,Aborted (2020-05-11T18:52:17.360458Z),"['192.168.204.169', 'fe80::99e2:786d:8027:b2e5']",No,Off,Up to date,438de6ae5ef94e278b0aee5c1c707ac7,889143568050496536,N/A,N/A,['Fallback'],Not disabled by the user
CPPFM-LPTP108,Default site,swilliamson,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:04:50.273053Z,2020-07-09T02:14:14.060326Z,Healthy,laptop,Windows,"Windows 10 Pro,18363",64 bit,8 GB,4,4,"['9c:b6:d0:ed:18:89', '9c:b6:d0:ed:18:89']",Online,Connected,Up to date,Completed (2020-07-09T03:40:31.030248Z),"['192.168.204.138', 'fe80::80c7:2da6:b6f:65c4']",No,Off,Up to date,ca3c466655e04c528a4133449a370371,931404376952963742,N/A,N/A,['Fallback'],Not disabled by the user
VR-Front2,Default site,cfedrick,Default Group,CPPFM,Cedar Park Pediatrics,24.242.136.78,4.4.12.260,2021-02-05T21:04:54.315939Z,2020-05-05T01:50:18.420869Z,Healthy,desktop,Windows,"Windows 7 Professional,7601 SP1",64 bit,4 GB,4,4,"['f8:bc:12:66:90:27', 'f8:bc:12:66:90:27']",Online,Connected,Up to date,Completed (2020-05-05T07:21:05.169934Z),"['192.168.0.108', 'fe80::c5e2:c937:f9f7:34d2']",No,Off,Requires patching,f5e0dc9651964c86934f090816d945fc,884281911482346897,N/A,N/A,['Fallback'],Not disabled by the user
CPPFM-BILLING,Default site,mmorris,Default Group,CPPFM,Cedar Park Pediatrics,24.242.136.78,4.4.12.260,2021-02-05T21:04:56.906674Z,2020-10-21T23:32:11.320208Z,Healthy,desktop,Windows,"Windows 7 Professional,7601 SP1",64 bit,4 GB,4,4,"['d4:be:d9:d6:63:ae', 'd4:be:d9:d6:63:ae']",Online,Connected,Up to date,Completed (2020-10-22T05:24:53.515183Z),"['192.168.0.104', 'fe80::ec42:7342:409:5f50']",No,Off,Requires patching,079906123cfc448aa719c1deda512695,1007424268459651916,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMTAB1,Default site,Dr. Lebas,Default Group,WORKGROUP,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:05:04.565839Z,2020-05-03T19:55:12.221372Z,Healthy,laptop,Windows,"Windows 8.1,9600",64 bit,4 GB,2,2,"['34:e6:ad:5d:a1:42', '34:e6:ad:5d:a1:42']",Online,Connected,Up to date,Completed (2020-05-04T02:42:03.121818Z),"['192.168.204.153', 'fe80::61eb:e27e:b870:a574']",No,Off,Up to date,5cf1df3fb26b4ad49f22f9d8e4389817,883378406396999908,N/A,N/A,['Fallback'],Not disabled by the user
CC-CHARLIE,Default site,jramirez,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:05:09.820571Z,2020-05-03T20:13:30.456173Z,Healthy,desktop,Windows,"Windows 7 Professional,7601 SP1",64 bit,4 GB,4,4,"['f8:bc:12:66:96:84', 'f8:bc:12:66:96:84']",Online,Connected,Up to date,Completed (2020-05-03T23:15:10.454258Z),"['192.168.204.155', 'fe80::a470:6bff:b7fc:751']",No,Off,Requires patching,90c90b16906e419fa99afb795ea0cce0,883387619059959356,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC119,Default site,vamaya,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:05:11.246230Z,2020-05-03T19:31:26.414468Z,Healthy,desktop,Windows,"Windows 10 Pro,18363",64 bit,12 GB,12,12,"['e4:54:e8:b0:37:3a', 'e4:54:e8:b0:37:3a']",Online,Connected,Up to date,Completed (2020-05-03T20:27:24.302358Z),"['192.168.204.176', 'fe80::15b0:ab1b:2431:6485']",No,Off,Up to date,2351806fbc45436b81989c033808b39d,883366445860737014,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC103,Default site,cackman,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.0.3.53,2021-02-05T21:05:11.884144Z,2020-06-10T21:05:23.386287Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['18:03:73:b9:3d:fa', '18:03:73:b9:3d:fa']",Online,Connected,Up to date,Completed (2020-06-10T23:29:14.762218Z),"['192.168.204.130', 'fe80::a901:de0c:16d7:631e']",No,Off,Up to date,d7b8c62d64b0450483342406795aa58c,910955209917458640,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC112,Default site,King,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:05:13.838308Z,2020-05-07T21:42:16.524584Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['d8:9e:f3:23:3a:0c', 'd8:9e:f3:23:3a:0c']",Online,Connected,Up to date,Completed (2020-05-08T00:45:05.146034Z),"['192.168.204.101', 'fe80::dda3:dcf3:a8f0:d60e']",No,Off,Up to date,5dbfb78bbe2c4d3588dfd70bb779baf5,886331400219954994,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMTAB4,Default site,Nurses,Default Group,WORKGROUP,Cedar Park Pediatrics,24.242.136.78,4.4.12.260,2021-02-05T21:05:16.273236Z,2020-06-12T00:24:59.214603Z,Healthy,laptop,Windows,"Windows 8.1,9600",64 bit,4 GB,2,2,"['e4:f8:9c:2c:d4:9f', '00:ff:83:ec:ad:d3', '00:ff:83:ec:ad:d3', 'e4:f8:9c:2c:d4:9f']",Online,Connected,Up to date,Completed (2020-06-12T14:02:57.351005Z),"['192.168.10.8', '192.168.0.194', 'fe80::a906:a43c:b0e7:f4', 'fe80::2c4f:f551:ee0d:dc4c']",No,Off,Up to date,aa2a7bbba7bb4bc3b965a983a01d2c7f,911780446191392945,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMLPTP129,Default site,casey.davis,Default Group,CPPFM,Cedar Park Pediatrics,97.79.255.2,4.4.12.260,2021-02-05T21:05:20.145796Z,2020-05-20T20:33:37.034121Z,Healthy,laptop,Windows,"Windows 10 Pro,18363",64 bit,4 GB,4,4,"['c0:b5:d7:21:3e:af', 'c0:b5:d7:21:3e:af']",Online,Connected,Up to date,Completed (2020-05-21T13:48:52.630884Z),"['192.168.204.139', 'fe80::a0af:f937:9652:93f6']",No,Off,Up to date,51535d1b171d4fc4aba008b4e09d59be,895718927915893308,N/A,N/A,['Fallback'],Not disabled by the user
CPPFMPC113,Default site,cadams,Default Group,CPPFM,Cedar Park Pediatrics,24.242.136.78,4.4.12.260,2021-02-05T21:05:23.030109Z,2020-05-03T19:22:24.141572Z,Healthy,desktop,Windows,"Windows 10 Pro,19041",64 bit,8 GB,4,4,"['34:17:eb:be:91:9d', '34:17:eb:be:91:9d']",Online,Connected,Up to date,N/A,"['192.168.0.154', 'fe80::3944:c727:e81f:7c50']",No,Off,Up to date,595bd9b6e5324ba4ab8efc71f211dc4c,883361896945095342,N/A,N/A,['Fallback'],Not disabled by the user
